title,year,n_chars,n_words,n_sentences,avg_word_length,avg_sentence_length_words,avg_sentence_length_chars,vocab_size,type_token_ratio,hapax_legomena,hapax_ratio
2014-10-29,2014,39515.0,6452.0,206.0,5.214042157470551,31.320388349514563,191.82038834951456,1254.0,0.19435833849969003,582.0,0.09020458772473651
2014-12-17,2014,38173.0,6217.0,192.0,5.224063052919415,32.380208333333336,198.81770833333334,1187.0,0.19092810036995336,562.0,0.0903972977320251
2015-01-28,2015,45247.0,7387.0,229.0,5.210775687017734,32.25764192139738,197.58515283842794,1347.0,0.18234736699607418,631.0,0.08542033301746312
2015-03-18,2015,38881.0,6400.0,193.0,5.15984375,33.16062176165803,201.4559585492228,1214.0,0.1896875,576.0,0.09
2015-04-29,2015,40975.0,6729.0,215.0,5.179224253232278,31.29767441860465,190.58139534883722,1173.0,0.17432010699955416,515.0,0.07653440332887503
2015-06-17,2015,43490.0,7157.0,224.0,5.161659913371524,31.950892857142858,194.15178571428572,1312.0,0.18331703227609333,588.0,0.0821573284895906
2015-07-29,2015,41387.0,6767.0,218.0,5.199497561696468,31.041284403669724,189.848623853211,1257.0,0.1857543963351559,604.0,0.08925668686271612
2015-09-17,2015,40843.0,6676.0,217.0,5.201318154583583,30.764976958525345,188.21658986175115,1222.0,0.183043738765728,585.0,0.08762732174955062
2015-10-28,2015,41459.0,6720.0,226.0,5.255357142857143,29.734513274336283,183.44690265486724,1212.0,0.18035714285714285,533.0,0.07931547619047619
2015-12-16,2015,42418.0,6932.0,228.0,5.207010963646855,30.403508771929825,186.0438596491228,1308.0,0.18869013271783036,625.0,0.09016156953260242
2016-01-27,2016,43396.0,7064.0,221.0,5.225509626274066,31.963800904977376,196.36199095022624,1236.0,0.17497168742921856,560.0,0.07927519818799547
2016-03-16,2016,43008.0,7081.0,229.0,5.164383561643835,30.921397379912662,187.80786026200875,1252.0,0.17681118486089537,581.0,0.08205055783081486
2016-04-27,2016,50321.0,8298.0,259.0,5.15003615328995,32.03861003861004,194.28957528957528,1362.0,0.16413593637020968,615.0,0.07411424439624006
2016-06-15,2016,47081.0,7833.0,243.0,5.096387080301289,32.23456790123457,193.74897119341563,1333.0,0.17017745435975998,597.0,0.0762160091918805
2016-07-27,2016,53339.0,8816.0,277.0,5.137704174228675,31.826714801444044,192.5595667870036,1422.0,0.16129764065335753,606.0,0.06873865698729582
2016-09-21,2016,45883.0,7600.0,244.0,5.124342105263158,31.147540983606557,188.04508196721312,1369.0,0.18013157894736842,626.0,0.08236842105263158
2016-11-02,2016,45578.0,7488.0,236.0,5.172008547008547,31.728813559322035,193.1271186440678,1344.0,0.1794871794871795,620.0,0.0827991452991453
2016-12-14,2016,45563.0,7484.0,247.0,5.173169428113308,30.299595141700404,184.4655870445344,1306.0,0.17450561197220738,601.0,0.08030464991982897
2017-02-01,2017,44708.0,7336.0,239.0,5.183342420937841,30.694560669456067,187.06276150627616,1269.0,0.17298255179934569,543.0,0.0740185387131952
2017-03-15,2017,44036.0,7270.0,234.0,5.144566712517194,31.068376068376068,188.18803418803418,1290.0,0.17744154057771663,605.0,0.08321870701513068
2017-05-03,2017,44713.0,7356.0,236.0,5.165715062533986,31.16949152542373,189.46186440677965,1324.0,0.17998912452419794,606.0,0.08238172920065252
2017-06-14,2017,43344.0,7158.0,232.0,5.1431964235820065,30.853448275862068,186.82758620689654,1270.0,0.17742386141380273,594.0,0.08298407376362113
2017-07-26,2017,42185.0,6951.0,228.0,5.156668105308588,30.486842105263158,185.0219298245614,1338.0,0.19249028916702632,661.0,0.09509423104589268
2017-09-20,2017,47418.0,7891.0,248.0,5.095932074515271,31.818548387096776,191.2016129032258,1419.0,0.17982511722215183,651.0,0.08249904955012038
2017-11-01,2017,43518.0,7129.0,233.0,5.197222611867022,30.59656652360515,186.7725321888412,1332.0,0.18684247440033666,638.0,0.08949361761817927
2017-12-13,2017,39284.0,6442.0,205.0,5.185190934492394,31.42439024390244,191.62926829268292,1225.0,0.1901583359205216,607.0,0.0942253958398013
2018-01-31,2018,38407.0,6309.0,202.0,5.174829608495799,31.23267326732673,190.13366336633663,1226.0,0.1943255666508163,582.0,0.0922491678554446
2018-03-21,2018,39694.0,6575.0,211.0,5.1257794676806085,31.161137440758292,188.12322274881515,1264.0,0.19224334600760457,604.0,0.09186311787072243
2018-05-02,2018,40486.0,6768.0,226.0,5.076241134751773,29.946902654867255,179.141592920354,1268.0,0.18735224586288415,614.0,0.0907210401891253
2018-06-13,2018,37185.0,6244.0,188.0,5.050448430493273,33.212765957446805,197.79255319148936,1214.0,0.19442664958360026,583.0,0.09336963484945547
2018-08-01,2018,38296.0,6327.0,220.0,5.143986091354512,28.759090909090908,174.07272727272726,1311.0,0.2072072072072072,657.0,0.10384068278805121
2018-09-26,2018,36425.0,6042.0,192.0,5.121482952664681,31.46875,189.71354166666666,1214.0,0.20092684541542535,606.0,0.1002979145978153
2018-11-08,2018,33681.0,5490.0,186.0,5.228415300546448,29.516129032258064,181.08064516129033,1164.0,0.21202185792349726,578.0,0.1052823315118397
2018-12-19,2018,36417.0,5935.0,194.0,5.226621735467566,30.59278350515464,187.7164948453608,1204.0,0.20286436394271273,585.0,0.09856781802864364
2019-01-30,2019,41986.0,6915.0,224.0,5.166015907447577,30.870535714285715,187.4375,1236.0,0.1787418655097614,575.0,0.08315256688358641
2019-03-20,2019,41794.0,6842.0,211.0,5.198333820520316,32.426540284360186,198.07582938388626,1242.0,0.18152586962876352,595.0,0.08696287635194387
2019-05-01,2019,37758.0,6228.0,200.0,5.148522800256904,31.14,188.79,1236.0,0.19845857418111754,611.0,0.0981053307642903
2019-06-19,2019,37519.0,6171.0,202.0,5.162696483552098,30.54950495049505,185.73762376237624,1170.0,0.18959649975692758,543.0,0.08799222168206125
2019-07-31,2019,45520.0,7508.0,243.0,5.151704848161961,30.897119341563787,187.32510288065845,1374.0,0.1830047948854555,666.0,0.08870538092701119
2019-09-18,2019,48037.0,7856.0,239.0,5.197301425661914,32.87029288702929,200.99163179916317,1481.0,0.1885183299389002,724.0,0.09215885947046844
2019-10-30,2019,41696.0,6831.0,229.0,5.190894451764017,29.829694323144103,182.07860262008734,1325.0,0.19396867222954178,667.0,0.09764309764309764
2019-12-11,2019,34045.0,5543.0,195.0,5.231102291178062,28.425641025641024,174.5897435897436,1209.0,0.21811293523362799,616.0,0.1111311564134945
2020-01-29,2020,39675.0,6498.0,208.0,5.196675900277008,31.240384615384617,190.74519230769232,1311.0,0.20175438596491227,629.0,0.09679901508156356
2020-03-15,2020,46567.0,7628.0,250.0,5.186156266386996,30.512,186.268,1518.0,0.19900367068694283,758.0,0.09937073938122706
2020-04-29,2020,47843.0,7747.0,255.0,5.266942042080806,30.380392156862744,187.61960784313726,1524.0,0.19672131147540983,723.0,0.09332644894797987
2020-06-10,2020,41922.0,6784.0,217.0,5.2622346698113205,31.262672811059907,193.1889400921659,1439.0,0.21211674528301888,727.0,0.10716391509433962
2020-07-29,2020,46837.0,7634.0,250.0,5.22412889703956,30.536,187.348,1493.0,0.19557243908828922,705.0,0.09235001309929264
2020-09-16,2020,48722.0,7897.0,263.0,5.252121058629859,30.026615969581748,185.25475285171103,1530.0,0.19374445992148917,778.0,0.09851842471824744
2020-11-05,2020,45983.0,7436.0,244.0,5.272323830016138,30.475409836065573,188.45491803278688,1538.0,0.20683162990855297,785.0,0.10556750941366326
2020-12-16,2020,43424.0,6973.0,228.0,5.31392513982504,30.583333333333332,190.4561403508772,1436.0,0.20593718628997562,703.0,0.1008174386920981
2021-01-27,2021,45305.0,7337.0,241.0,5.260051792285675,30.443983402489625,187.9875518672199,1387.0,0.18904184271500613,642.0,0.08750170369360774
2021-03-17,2021,43405.0,7025.0,234.0,5.2607829181494665,30.021367521367523,185.491452991453,1363.0,0.19402135231316725,648.0,0.09224199288256228
